image_date,minx,miny,maxx,maxy,MEAN_SOLAR_ZENITH_ANGLE,CLOUDY_PIXEL_PERCENTAGE,AREA,VEGETATION_PERCENTAGE,THIN_CIRRUS_PERCENTAGE
2019-11-27_03-35-04,104.08343909404702,10.76577099881297,105.08948704583928,11.7601332509882,37.0764496838,8.046513,48PVT,63.361394,0.000317
2019-11-12_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,31.6484203578,8.653419,48PWR,31.32315,4.409207
2019-11-22_03-35-15,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,35.2305065368,9.363021,48PVS,34.346667,7.927147
2019-11-22_03-35-19,103.7991669555802,9.86036266078779,104.17725512940856,10.854464395757088,35.6850880845,10.54768,48PUS,33.802325,10.387236
2019-11-27_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,36.2601555413,10.592716,48PVS,31.363326,3.161224
2019-11-30_03-45-16,103.17035059577822,9.85756950139428,104.17545944530625,10.854464395757088,36.0828740047,11.291153,48PUS,21.610993,11.040083
2019-11-29_03-25-12,106.31954993479896,9.857075849513782,106.9190801917226,10.851726686001356,36.9897396228,11.482392,48PXS,41.410506,4.740014
2019-11-12_03-35-25,105.90956829950066,8.955978420822804,106.55784589123796,9.950253775617009,31.1936825146,11.949721,48PXR,33.740321,9.730691
2019-11-27_03-35-21,103.79205442823648,9.860337280429322,104.17725512940856,10.854464395757088,36.7088216404,12.566755,48PUS,21.658105,1.265101
2019-11-19_03-25-29,106.11640036774074,8.953454850958392,106.91356853559611,9.948836592256685,34.1128835102,12.728744,48PXR,10.035922,11.960959
2019-11-25_03-45-27,103.17560615147838,8.953902438142253,104.04531414233251,9.950135209927648,34.2808230406,15.270064,48PUR,0.143165,0.22592
2019-11-12_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,32.1194097535,15.608246,48PVR,9.180242,5.844904
2019-11-22_03-35-23,105.90956829950066,8.955968162865673,106.56030811660544,9.950253775617009,33.5406843875,17.131319,48PXR,27.582505,6.589653
2019-11-30_03-45-30,103.17560615147838,8.953902438142253,104.03628278576284,9.950109236973526,35.2544620729,18.277001,48PUR,0.093549,14.098215
2019-11-22_03-35-12,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,34.7900516609,19.503843,48PWS,34.330824,2.840263
2019-11-12_03-35-11,105.91193437545276,9.858995740399878,106.7666890509543,10.854211396475144,32.0071774902,19.768409,48PXS,36.390805,2.35626
2019-11-22_03-35-09,105.91193437545276,9.858984920970146,106.7688647292434,10.854211396475144,34.3646780162,20.297821,48PXS,38.242051,1.49479
2019-11-17_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,32.8387928184,20.473306,48PWR,26.521853,3.137737
2019-11-22_03-35-30,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,34.4214387217,21.530817,48PVR,6.12358,7.510336
2019-11-12_03-35-35,103.59711035116018,8.955715150512026,104.17938983366636,9.950485237113282,32.6055253801,21.793045,48PUR,0.045756,12.874267
2019-11-12_03-35-21,103.79616522222068,9.860352242267624,104.17725512940856,10.854464395757088,33.3930263233,22.519792,48PUS,13.956694,0.002135
2019-11-17_03-35-13,105.91193437545276,9.859042088024328,106.75732435457392,10.854211396475144,33.217435618,22.57033,48PXS,35.209343,0.882539
2019-11-27_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,35.4479495608,22.856656,48PVR,2.584905,3.735953
2019-11-12_03-35-14,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,32.4535245944,23.173061,48PWS,21.161628,2.817238
2019-11-17_03-35-46,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,32.0303059065,23.840263,48PWQ,3.082342,17.206585
2019-11-17_03-34-58,105.91454112647963,10.762269158953467,106.92510452852471,11.758657843410626,34.0414074999,24.490133,48PXT,39.646736,2.787176
2019-11-27_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,34.6391840441,24.659156,48PVQ,1.616428,6.531803
2019-11-17_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,34.4675827762,25.170826,48PWT,29.913825,0.041599
2019-11-12_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,30.847568016,25.493592,48PWQ,2.308702,17.147979
2019-11-22_03-35-27,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,33.9733668338,25.660121,48PWR,22.995086,3.323486
2019-11-12_03-35-17,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,32.9158333714,26.460719,48PVS,13.768017,0.079094
2019-11-17_03-35-28,105.90956829950066,8.956012965386618,106.54772304823663,9.950253775617009,32.3974240198,27.676115,48PXR,27.599877,9.460781
2019-11-15_03-45-30,103.17560615147838,8.953902438142253,104.04148298634904,9.9501242423135,32.0329437801,28.176252,48PUR,0.17504,27.238017
2019-11-27_03-35-15,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,35.825201395,28.662347,48PWS,32.723475,2.527939
2019-11-17_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,33.6510144805,30.586033,48PWS,23.266704,1.742088
2019-11-17_03-35-49,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,32.4960183652,31.354796,48PVQ,4.063148,25.038663
2019-11-22_03-35-33,103.59929499325666,8.955723573710188,104.17938983366636,9.950485237113282,34.8839045911,33.697262,48PUR,0.053367,25.590023
2019-11-17_03-35-05,104.08346656411652,10.76577099881297,105.08948704583928,11.760133223062796,34.9090016017,34.001487,48PVT,36.841765,0.879356
2019-11-24_03-25-16,106.3080578005358,9.857075849513782,106.9190801917226,10.851786728288031,35.9869234114,34.911842,48PXS,28.468049,14.161374
2019-11-12_03-34-56,105.91454112647963,10.76221585487692,106.92510452852471,11.758657843410626,32.8251216899,36.424489,48PXT,31.523928,0.099897
2019-11-20_03-45-32,103.17560615147838,8.953902438142253,104.03163091292625,9.950095811601852,33.1917861125,36.462191,48PUR,0.058839,15.126394
2019-11-15_03-45-15,103.17035059577822,9.857569122165163,104.17553020463812,10.85335592535155,32.8519058298,37.033074,48PUS,8.026764,36.23496
2019-11-04_03-25-34,106.10275782072434,8.953454850958392,106.91356853559611,9.94888674406518,30.5207820113,37.043886,48PXR,5.069646,15.713303
2019-11-17_03-35-34,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,33.2960176984,38.196768,48PVR,10.277501,22.847201
2019-11-12_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,31.3276718598,42.156107,48PVQ,2.589736,37.940812
2019-11-17_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,34.1001435505,43.794673,48PVS,14.432035,4.029214
2019-11-29_03-25-26,106.12076601862672,8.953454850958392,106.91356853559611,9.948816926819164,36.1861858154,44.994602,48PXR,5.001368,20.344257
2019-11-25_03-45-13,103.17035103578527,9.85756950139428,104.1755709932414,10.854464395757088,35.1078187676,45.878306,48PUS,7.26155,3.338846
2019-11-07_03-35-14,105.91193437545276,9.85905283008415,106.752467204522,10.854211396475144,30.7263608212,48.770887,48PXS,15.86813,8.073466
2019-12-19_03-25-26,106.11640063690112,8.953454850958392,106.91356853559611,9.948832281762815,38.9626374186,0.163106,48PXR,7.11401,0.061677
2019-12-07_03-35-19,103.79698044554158,9.860355528146266,104.17725512940856,10.854464395757088,38.4565867178,0.212723,48PUS,33.393618,0.0
2019-12-10_03-45-13,103.17035059577822,9.85756950139428,104.17553791900347,10.854464395757088,37.6790495639,0.483488,48PUS,21.308516,0.415923
2019-12-10_03-45-27,103.17560615147838,8.953902438142253,104.0423031232299,9.950126552463011,36.8525267679,0.827224,48PUR,0.15939,0.825964
2019-12-09_03-25-10,106.31845253106562,9.857075849513782,106.9190801917226,10.85173210412559,38.6407945228,1.015354,48PXS,43.448043,0.002467
2019-12-07_03-35-01,104.08365105678708,10.76577099881297,105.08948704583928,11.76013322305257,38.8259981785,1.782177,48PVT,64.990997,1.139993
2019-12-17_03-34-55,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,39.6115157918,1.811594,48PWT,53.94336,1.439966
2019-12-20_03-45-25,103.17560615147838,8.953902438142253,104.04859879534207,9.95014448834807,37.8930966613,1.920128,48PUR,0.159314,0.0
2019-12-24_03-25-25,106.12349475685264,8.953454850958392,106.91356853559611,9.948806106841388,39.3109154656,2.058419,48PXR,5.609218,1.995862
2019-12-14_03-25-11,106.31899957068454,9.857075849513782,106.9190801917226,10.851726686001356,39.2688466189,2.700319,48PXS,41.856828,1.625435
2019-12-24_03-25-10,106.3217382935138,9.857075849513782,106.9190801917226,10.85171014844617,40.1022764798,4.813139,48PXS,39.974606,3.988273
2019-12-02_03-34-58,104.0836032942521,10.76577099881297,105.08948704583928,11.760133258770017,38.0193067424,5.057686,48PVT,68.107432,3.939907
2019-12-30_03-45-26,103.17560615147838,8.953902438142253,104.04668160884768,9.95013907376918,38.3147328949,5.209179,48PUR,0.166784,1.3e-05
2019-12-17_03-34-51,105.91454112647963,10.762185966098617,106.92510452852471,11.758657843410626,39.1852937793,5.894643,48PXT,65.684205,5.655329
2019-12-14_03-25-26,106.1202232901969,8.953454850958392,106.91356853559611,9.948819090254858,38.4680279902,6.000078,48PXR,6.635111,1.31936
2019-12-22_03-34-59,104.08367826105828,10.76577099881297,105.08948704583928,11.760133250362584,40.4393352407,6.008348,48PVT,40.515566,3.979928
2019-12-07_03-34-58,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,38.3980584008,6.083719,48PWT,51.640713,0.00359
2019-12-17_03-34-58,104.08357600138228,10.76577099881297,105.08948704583928,11.760133230409084,40.0503981507,7.754105,48PVT,42.156103,1.790874
2019-12-25_03-45-26,103.17560615147838,8.953902438142253,104.0436701173246,9.950130458258387,38.1816445809,7.984616,48PUR,0.155953,0.0
2019-12-02_03-35-13,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,37.202178468,8.726435,48PVS,34.535721,8.508572
2019-12-02_03-35-16,103.80354583007488,9.860378858759448,104.17725512940856,10.854464395757088,37.6488759042,9.406698,48PUS,33.366016,9.23678
2019-12-22_03-35-17,103.7986198383845,9.860360720752189,104.17725512940856,10.854464395757088,40.0985577841,9.465907,48PUS,19.678015,2.167792
2019-12-07_03-34-54,105.91454112647963,10.762218928454722,106.92510452852471,11.758657843410626,37.9835547807,10.373294,48PXT,61.80988,0.072981
2019-12-05_03-45-25,103.17560623948354,8.953902545847505,104.0494189740035,9.95014686420018,36.126224578,10.389878,48PUR,0.173283,10.386036
2019-12-17_03-35-06,105.91193437545276,9.858970765420688,106.77111585049045,10.854211396475144,38.3616220451,10.804762,48PXS,61.614311,4.41858
2019-12-22_03-35-30,103.59929084326754,8.955722796515225,104.17938983366636,9.950485237113282,39.3027954152,10.995936,48PUR,0.049152,10.7721
2019-12-27_03-34-51,105.91454112647963,10.762179838988128,106.92510452852471,11.758657843410626,39.7705521941,11.095902,48PXT,56.387389,0.775135
2019-12-22_03-35-39,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,37.5631743877,11.427192,48PWQ,3.780356,10.895236
2019-12-07_03-35-33,103.59711035116018,8.955715150512026,104.17938983366636,9.950485237113282,37.6507696497,12.45031,48PUR,0.051623,12.448473
2019-12-20_03-45-10,103.17035112378667,9.85756950139428,104.17560362413242,10.854464395757088,38.7124494577,12.525436,48PUS,8.840647,0.000694
2019-12-17_03-35-09,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,38.793906215,12.774969,48PWS,60.798651,5.186264
2019-12-15_03-45-11,103.17035059577822,9.85756950139428,104.17556186014008,10.854464395757088,38.271305981,13.078458,48PUS,18.897325,12.095904
2019-12-22_03-35-10,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,39.1786474556,14.118815,48PWS,56.488991,1.899241
2019-12-22_03-35-24,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,38.3694115858,15.737609,48PWR,33.349955,7.896938
2019-12-05_03-45-10,103.17035059577822,9.857569122165163,104.17561231388184,10.854464613739577,36.9542446795,15.783579,48PUS,18.902567,14.862087
2019-12-29_03-25-26,106.11640063690112,8.953454850958392,106.91356853559611,9.948832281762815,39.5040517641,16.418613,48PXR,3.408296,2.397801
2019-12-29_03-25-11,106.31571708559842,9.857075849513782,106.9190801917226,10.851745844009663,40.2886060507,16.429173,48PXS,26.053831,1.148981
2019-12-25_03-45-11,103.17035103578527,9.85756950139428,104.17555467779866,10.854464395757088,38.9956060656,17.473905,48PUS,10.652766,0.000588
2019-12-22_03-35-42,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,38.0308137645,17.851995,48PVQ,4.526097,16.63813
2019-12-12_03-35-38,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,36.6266289379,19.073411,48PWQ,0.837608,2.475997
2019-12-22_03-34-52,105.91454112647963,10.762199258584028,106.92510452852471,11.758657843410626,39.5561877726,19.312739,48PXT,47.404769,6.883412
2019-12-09_03-25-25,106.11967464164282,8.953454850958392,106.91356853559611,9.948821330538587,37.8375243571,19.391359,48PXR,7.518104,13.293082
2019-12-22_03-35-21,105.90956829950066,8.95596853371543,106.56012576853024,9.950253775617009,37.9215229006,20.233649,48PXR,20.022105,9.017489
2019-12-30_03-45-11,103.17035112378667,9.85756950139428,104.17558056969774,10.854464395757088,39.1219791824,21.696291,48PUS,14.116164,2.076342
2019-12-07_03-35-15,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,38.0093103805,22.166522,48PVS,28.718027,0.357899
2019-12-12_03-35-20,105.90956829950066,8.955962636890073,106.56222278078974,9.950253775617009,37.00954026,22.483152,48PXR,15.583935,0.024446
2019-12-22_03-34-55,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,39.9915976059,22.70463,48PWT,33.904254,2.448708
2019-12-22_03-35-06,105.91193437545276,9.858984872853286,106.7688647292434,10.854211396475144,38.737137939,24.021374,48PXS,40.404069,0.828423
2019-12-27_03-35-30,103.6052909814864,8.955745444859188,104.17938983366636,9.950485237113282,39.5624515588,25.160654,48PUR,0.004056,8.495338
2019-12-15_03-45-25,103.17560615147838,8.953902438142253,104.044492393175,9.950132821826111,37.4477439415,25.310236,48PUR,0.059466,13.329245
2019-12-12_03-34-51,105.91454112647963,10.762189047431372,106.92510452852471,11.758657843410626,38.660414325,26.348969,48PXT,49.644202,12.393665
2019-12-19_03-25-11,106.31571717540822,9.857075849513782,106.9190801917226,10.851746147619204,39.7594625824,26.722736,48PXS,26.794431,0.298502
2019-12-02_03-34-55,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,37.5925389595,27.997871,48PWT,43.293872,27.03802
2019-12-22_03-35-13,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,39.6327325463,28.758981,48PVS,25.050879,20.769718
2019-12-17_03-35-12,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,39.2391171679,28.970489,48PVS,24.736699,4.28981
2019-12-02_03-35-10,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,36.7687537725,29.062913,48PWS,42.786276,26.403937
2019-12-22_03-35-28,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,38.830123899,29.603469,48PVR,8.684798,24.80595
2019-12-12_03-35-06,105.91193437545276,9.858976645710674,106.77109208993654,10.854211396475144,37.8333473114,35.690362,48PXS,24.629997,3.391164
2019-12-27_03-35-06,105.91193437545276,9.8589665337688,106.77221693893082,10.854211396475144,38.9573342651,36.368134,48PXS,29.78231,1.284355
2019-12-27_03-34-55,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,40.2172600583,37.672619,48PWT,17.219207,0.049505
2019-12-27_03-35-16,103.8040890761586,9.860380159413314,104.17725512940856,10.854464395757088,40.3519708723,38.450364,48PUS,9.306286,4.83546
2019-12-02_03-35-27,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,36.3889980166,38.628824,48PVR,4.922508,22.689179
2019-12-27_03-35-27,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,39.0789759875,39.211628,48PVR,2.755575,9.306061
2019-12-17_03-35-16,103.80300064065447,9.860377598114006,104.17725512940856,10.854464395757088,39.6964190841,39.620787,48PUS,21.833616,0.140131
2019-12-27_03-35-39,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,37.8071540799,40.029545,48PWQ,0.414856,10.385619
2019-12-27_03-35-42,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,38.2860091267,42.035045,48PVQ,2.089061,4.540108
2019-12-27_03-35-10,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,39.4102319407,42.533759,48PWS,25.843099,0.412165
2019-12-02_03-35-30,103.60420584672111,8.955742707158489,104.17938983366636,9.950485237113282,36.8429242978,42.898734,48PUR,0.054121,26.214388
2019-12-27_03-35-13,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,39.8753915353,44.907654,48PVS,8.517818,3.491213
2019-12-27_03-34-58,104.08363058712727,10.76577099881297,105.08948704583928,11.760133239936964,40.6759933721,45.594642,48PVT,8.116356,0.000525
2019-12-12_03-35-30,103.6009319534486,8.955729621617122,104.17938983366636,9.950485237113282,38.3445066904,46.791441,48PUR,0.03332,38.966304
2019-12-07_03-35-30,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,37.1964619259,47.668857,48PVR,1.478349,4.951924
2020-01-21_03-35-12,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,38.7196741957,0.052349,48PVS,33.424771,0.0
